[prop_DeleteUnion|
 generated  error   fail   pass /  total     time test name
[ ]  85919      0      0  22462 / 500000   148.0s test_prop_DeleteUnion (collecting)
[ ]  86159      0      0  22531 / 500000   148.1s test_prop_DeleteUnion (collecting)
[ ]  86448      0      0  22600 / 500000   148.2s test_prop_DeleteUnion (collecting)
[ ]  86783      0      0  22673 / 500000   148.3s test_prop_DeleteUnion (collecting)
[ ]  87185      0      0  22782 / 500000   148.4s test_prop_DeleteUnion (collecting)
[ ]  87450      0      0  22861 / 500000   148.5s test_prop_DeleteUnion (collecting)
[ ]  87854      0      0  22969 / 500000   148.6s test_prop_DeleteUnion (collecting)
[ ]  88219      0      0  23069 / 500000   148.7s test_prop_DeleteUnion (collecting)
[ ]  88473      0      0  23144 / 500000   148.8s test_prop_DeleteUnion (collecting)
[ ]  88919      0      0  23253 / 500000   148.9s test_prop_DeleteUnion (collecting)
[ ]  89352      0      0  23365 / 500000   149.0s test_prop_DeleteUnion (collecting)
[ ]  89718      0      0  23469 / 500000   149.1s test_prop_DeleteUnion (collecting)
[ ]  90037      0      0  23566 / 500000   149.2s test_prop_DeleteUnion (collecting)
[ ]  90405      0      0  23666 / 500000   149.3s test_prop_DeleteUnion (collecting)
[ ]  90830      0      0  23780 / 500000   149.4s test_prop_DeleteUnion (collecting)
[ ]  91230      0      0  23890 / 500000   149.5s test_prop_DeleteUnion (collecting)
[ ]  91522      0      0  23958 / 500000   149.6s test_prop_DeleteUnion (collecting)
[ ]  91882      0      0  24047 / 500000   149.7s test_prop_DeleteUnion (collecting)
[ ]  92328      0      0  24170 / 500000   149.8s test_prop_DeleteUnion (collecting)
[ ]  92816      0      0  24295 / 500000   149.9s test_prop_DeleteUnion (collecting)
[ ]  93111      0      0  24375 / 500000   150.0s test_prop_DeleteUnion (collecting)
[ ]  93380      0      0  24460 / 500000   150.1s test_prop_DeleteUnion (collecting)
[ ]  93801      0      0  24574 / 500000   150.2s test_prop_DeleteUnion (collecting)
[ ]  94208      0      0  24675 / 500000   150.3s test_prop_DeleteUnion (collecting)
[ ]  94553      0      0  24758 / 500000   150.4s test_prop_DeleteUnion (collecting)
[ ]  94888      0      0  24848 / 500000   150.5s test_prop_DeleteUnion (collecting)
[ ]  95246      0      0  24939 / 500000   150.6s test_prop_DeleteUnion (collecting)
[ ]  95650      0      0  25044 / 500000   150.7s test_prop_DeleteUnion (collecting)
[ ]  95946      0      0  25106 / 500000   150.8s test_prop_DeleteUnion (collecting)
[ ]  96302      0      0  25198 / 500000   150.9s test_prop_DeleteUnion (collecting)
[ ]  96574      0      0  25266 / 500000   151.0s test_prop_DeleteUnion (collecting)
[ ]  96778      0      0  25323 / 500000   151.1s test_prop_DeleteUnion (collecting)
[ ]  97250      0      0  25432 / 500000   151.2s test_prop_DeleteUnion (collecting)
[ ]  97525      0      0  25498 / 500000   151.3s test_prop_DeleteUnion (collecting)
[ ]  97945      0      0  25600 / 500000   151.4s test_prop_DeleteUnion (collecting)
[ ]  98259      0      0  25679 / 500000   151.5s test_prop_DeleteUnion (collecting)
[ ]  98608      0      0  25775 / 500000   151.6s test_prop_DeleteUnion (collecting)
[ ]  99057      0      0  25892 / 500000   151.7s test_prop_DeleteUnion (collecting)
[ ]  99370      0      0  25969 / 500000   151.8s test_prop_DeleteUnion (collecting)
[ ]  99695      0      0  26044 / 500000   151.9s test_prop_DeleteUnion (collecting)
[ ] 100115      0      0  26153 / 500000   152.0s test_prop_DeleteUnion (collecting)
[ ] 100413      0      0  26229 / 500000   152.1s test_prop_DeleteUnion (collecting)
[ ] 100766      0      0  26315 / 500000   152.2s test_prop_DeleteUnion (collecting)
[ ] 101044      0      0  26397 / 500000   152.3s test_prop_DeleteUnion (collecting)
[ ] 101331      0      0  26472 / 500000   152.4s test_prop_DeleteUnion (collecting)
[ ] 101677      0      0  26549 / 500000   152.5s test_prop_DeleteUnion (collecting)
[ ] 102098      0      0  26660 / 500000   152.6s test_prop_DeleteUnion (collecting)
[ ] 102459      0      0  26766 / 500000   152.7s test_prop_DeleteUnion (collecting)
[ ] 102749      0      0  26840 / 500000   152.8s test_prop_DeleteUnion (collecting)
[ ] 103167      0      0  26957 / 500000   152.9s test_prop_DeleteUnion (collecting)
[ ] 103596      0      0  27053 / 500000   153.1s test_prop_DeleteUnion (collecting)
[ ] 104076      0      0  27182 / 500000   153.2s test_prop_DeleteUnion (collecting)
[ ] 104496      0      0  27281 / 500000   153.3s test_prop_DeleteUnion (collecting)
[ ] 104799      0      0  27367 / 500000   153.4s test_prop_DeleteUnion (collecting)
[ ] 105259      0      0  27479 / 500000   153.5s test_prop_DeleteUnion (collecting)
[ ] 105740      0      0  27622 / 500000   153.6s test_prop_DeleteUnion (collecting)
[ ] 105998      0      0  27693 / 500000   153.7s test_prop_DeleteUnion (collecting)
[ ] 106366      0      0  27800 / 500000   153.8s test_prop_DeleteUnion (collecting)
[ ] 106830      0      0  27918 / 500000   153.9s test_prop_DeleteUnion (collecting)
[ ] 107103      0      0  27988 / 500000   154.0s test_prop_DeleteUnion (collecting)
[ ] 107484      0      0  28098 / 500000   154.1s test_prop_DeleteUnion (collecting)
[ ] 107892      0      0  28216 / 500000   154.2s test_prop_DeleteUnion (collecting)
[ ] 108163      0      0  28294 / 500000   154.3s test_prop_DeleteUnion (collecting)
[ ] 108780      0      0  28468 / 500000   154.4s test_prop_DeleteUnion (collecting)
[ ] 109244      0      0  28581 / 500000   154.5s test_prop_DeleteUnion (collecting)
[ ] 109575      0      0  28662 / 500000   154.6s test_prop_DeleteUnion (collecting)
[ ] 110056      0      0  28779 / 500000   154.7s test_prop_DeleteUnion (collecting)
[ ] 110433      0      0  28867 / 500000   154.8s test_prop_DeleteUnion (collecting)
[ ] 110696      0      0  28938 / 500000   154.9s test_prop_DeleteUnion (collecting)
[ ] 111287      0      0  29097 / 500000   155.0s test_prop_DeleteUnion (collecting)
[ ] 111536      0      0  29177 / 500000   155.1s test_prop_DeleteUnion (collecting)
[ ] 111965      0      0  29292 / 500000   155.2s test_prop_DeleteUnion (collecting)
[ ] 112547      0      0  29432 / 500000   155.3s test_prop_DeleteUnion (collecting)
[ ] 112768      0      0  29494 / 500000   155.4s test_prop_DeleteUnion (collecting)
[ ] 113148      0      0  29592 / 500000   155.5s test_prop_DeleteUnion (collecting)
[ ] 113470      0      0  29681 / 500000   155.6s test_prop_DeleteUnion (collecting)
[ ] 113782      0      0  29755 / 500000   155.7s test_prop_DeleteUnion (collecting)
[ ] 114258      0      0  29874 / 500000   155.8s test_prop_DeleteUnion (collecting)
[ ] 114495      0      0  29952 / 500000   155.9s test_prop_DeleteUnion (collecting)
[ ] 114903      0      0  30031 / 500000   156.0s test_prop_DeleteUnion (collecting)
[ ] 115350      0      0  30147 / 500000   156.1s test_prop_DeleteUnion (collecting)
[ ] 115762      0      0  30260 / 500000   156.2s test_prop_DeleteUnion (collecting)
[ ] 116153      0      0  30352 / 500000   156.3s test_prop_DeleteUnion
[ ] 116432      0      0  30421 / 500000   156.4s test_prop_DeleteUnion (collecting)
[ ] 116909      0      0  30536 / 500000   156.5s test_prop_DeleteUnion (collecting)
[ ] 117166      0      0  30608 / 500000   156.6s test_prop_DeleteUnion (collecting)
[ ] 117521      0      0  30707 / 500000   156.7s test_prop_DeleteUnion (collecting)
[ ] 118099      0      0  30852 / 500000   156.8s test_prop_DeleteUnion (collecting)
[ ] 118339      0      0  30919 / 500000   156.9s test_prop_DeleteUnion (collecting)
[ ] 118735      0      0  31034 / 500000   157.0s test_prop_DeleteUnion (collecting)
[ ] 119042      0      0  31114 / 500000   157.1s test_prop_DeleteUnion (collecting)
[ ] 119460      0      0  31230 / 500000   157.2s test_prop_DeleteUnion (collecting)
[ ] 119846      0      0  31333 / 500000   157.3s test_prop_DeleteUnion (collecting)
[ ] 120018      0      0  31378 / 500000   171.4s test_prop_DeleteUnion (collecting)
[ ] 120479      0      0  31501 / 500000   171.5s test_prop_DeleteUnion (collecting)
[ ] 120851      0      0  31592 / 500000   171.6s test_prop_DeleteUnion (collecting)
[ ] 121328      0      0  31701 / 500000   171.7s test_prop_DeleteUnion (collecting)
[ ] 121625      0      0  31780 / 500000   171.8s test_prop_DeleteUnion (collecting)
[ ] 122108      0      0  31903 / 500000   171.9s test_prop_DeleteUnion (collecting)
[ ] 122309      0      0  31961 / 500000   172.0s test_prop_DeleteUnion (collecting)
[ ] 122732      0      0  32068 / 500000   172.1s test_prop_DeleteUnion (collecting)
[ ] 123272      0      0  32227 / 500000   172.2s test_prop_DeleteUnion (collecting)
[ ] 123565      0      0  32315 / 500000   172.3s test_prop_DeleteUnion (collecting)
[ ] 123910      0      0  32399 / 500000   172.4s test_prop_DeleteUnion (collecting)
[ ] 124159      0      0  32462 / 500000   172.5s test_prop_DeleteUnion (collecting)
[ ] 124678      0      0  32591 / 500000   172.6s test_prop_DeleteUnion (collecting)
[ ] 125000      0      0  32686 / 500000   172.7s test_prop_DeleteUnion (collecting)
[ ] 125356      0      0  32775 / 500000   172.8s test_prop_DeleteUnion (collecting)
[ ] 125668      0      0  32850 / 500000   172.9s test_prop_DeleteUnion (collecting)
[ ] 125949      0      0  32920 / 500000   173.1s test_prop_DeleteUnion (collecting)
[ ] 126607      0      0  33080 / 500000   173.2s test_prop_DeleteUnion (collecting)
[ ] 127045      0      0  33195 / 500000   173.3s test_prop_DeleteUnion (collecting)
[ ] 127609      0      0  33350 / 500000   173.4s test_prop_DeleteUnion (collecting)
[ ] 127947      0      0  33431 / 500000   173.5s test_prop_DeleteUnion (collecting)
[ ] 128305      0      0  33521 / 500000   173.6s test_prop_DeleteUnion (collecting)
[ ] 128721      0      0  33640 / 500000   173.7s test_prop_DeleteUnion (collecting)
[ ] 129237      0      0  33762 / 500000   173.8s test_prop_DeleteUnion (collecting)
[ ] 129690      0      0  33879 / 500000   173.9s test_prop_DeleteUnion (collecting)
[ ] 130213      0      0  34014 / 500000   174.0s test_prop_DeleteUnion (collecting)
[ ] 130677      0      0  34137 / 500000   174.1s test_prop_DeleteUnion (collecting)
[ ] 130842      0      0  34188 / 500000   174.2s test_prop_DeleteUnion (collecting)
[ ] 131201      0      0  34280 / 500000   174.3s test_prop_DeleteUnion (collecting)
[ ] 131432      0      0  34350 / 500000   174.4s test_prop_DeleteUnion (collecting)
[ ] 131831      0      0  34455 / 500000   174.5s test_prop_DeleteUnion (collecting)
[ ] 132091      0      0  34517 / 500000   174.6s test_prop_DeleteUnion (collecting)
[ ] 132644      0      0  34651 / 500000   174.7s test_prop_DeleteUnion (collecting)
[ ] 132996      0      0  34737 / 500000   174.8s test_prop_DeleteUnion (collecting)
[ ] 133395      0      0  34850 / 500000   174.9s test_prop_DeleteUnion (collecting)
[ ] 133778      0      0  34951 / 500000   175.0s test_prop_DeleteUnion (collecting)
[ ] 134151      0      0  35042 / 500000   175.1s test_prop_DeleteUnion (collecting)
[ ] 134499      0      0  35139 / 500000   175.2s test_prop_DeleteUnion (collecting)
[ ] 134821      0      0  35217 / 500000   175.3s test_prop_DeleteUnion (collecting)
[ ] 135310      0      0  35329 / 500000   175.4s test_prop_DeleteUnion (collecting)
[ ] 135718      0      0  35435 / 500000   175.5s test_prop_DeleteUnion (collecting)
[ ] 135987      0      0  35499 / 500000   175.6s test_prop_DeleteUnion (collecting)
[ ] 136285      0      0  35563 / 500000   175.7s test_prop_DeleteUnion (collecting)
[ ] 136637      0      0  35651 / 500000   175.8s test_prop_DeleteUnion (collecting)
[ ] 136970      0      0  35733 / 500000   175.9s test_prop_DeleteUnion (collecting)
[ ] 137435      0      0  35835 / 500000   176.0s test_prop_DeleteUnion (collecting)
[ ] 137623      0      0  35886 / 500000   176.1s test_prop_DeleteUnion (collecting)
[ ] 138060      0      0  35993 / 500000   176.2s test_prop_DeleteUnion (collecting)
[ ] 138260      0      0  36037 / 500000   176.4s test_prop_DeleteUnion (collecting)
[ ] 138860      0      0  36196 / 500000   176.5s test_prop_DeleteUnion (collecting)
[ ] 139178      0      0  36289 / 500000   176.6s test_prop_DeleteUnion (collecting)
[ ] 139645      0      0  36397 / 500000   176.7s test_prop_DeleteUnion (collecting)
[ ] 139937      0      0  36476 / 500000   176.8s test_prop_DeleteUnion (collecting)
[ ] 140445      0      0  36597 / 500000   176.9s test_prop_DeleteUnion (collecting)
[ ] 140763      0      0  36682 / 500000   177.0s test_prop_DeleteUnion (collecting)
[ ] 141324      0      0  36818 / 500000   177.1s test_prop_DeleteUnion (collecting)
[ ] 141589      0      0  36883 / 500000   177.2s test_prop_DeleteUnion (collecting)
[ ] 142260      0      0  37057 / 500000   177.3s test_prop_DeleteUnion (collecting)
[ ] 142549      0      0  37119 / 500000   177.4s test_prop_DeleteUnion (collecting)
[ ] 142954      0      0  37222 / 500000   177.5s test_prop_DeleteUnion (collecting)
[ ] 143204      0      0  37287 / 500000   177.6s test_prop_DeleteUnion (collecting)
[ ] 143741      0      0  37432 / 500000   177.7s test_prop_DeleteUnion (collecting)
[ ] 144196      0      0  37547 / 500000   177.8s test_prop_DeleteUnion (collecting)
[ ] 144552      0      0  37637 / 500000   177.9s test_prop_DeleteUnion (collecting)
[ ] 144802      0      0  37700 / 500000   178.0s test_prop_DeleteUnion (collecting)
[ ] 145180      0      0  37798 / 500000   178.1s test_prop_DeleteUnion (collecting)
[ ] 145427      0      0  37862 / 500000   178.2s test_prop_DeleteUnion (collecting)
[ ] 146051      0      0  38028 / 500000   178.3s test_prop_DeleteUnion (collecting)
[ ] 146382      0      0  38125 / 500000   178.4s test_prop_DeleteUnion (collecting)
[ ] 146794      0      0  38235 / 500000   178.5s test_prop_DeleteUnion (collecting)
[ ] 147011      0      0  38283 / 500000   178.6s test_prop_DeleteUnion (collecting)
[ ] 147332      0      0  38370 / 500000   178.7s test_prop_DeleteUnion (collecting)
[ ] 147725      0      0  38470 / 500000   178.8s test_prop_DeleteUnion (collecting)
[ ] 148060      0      0  38580 / 500000   178.9s test_prop_DeleteUnion (collecting)
[ ] 148471      0      0  38682 / 500000   179.0s test_prop_DeleteUnion (collecting)
[ ] 148662      0      0  38730 / 500000   179.1s test_prop_DeleteUnion (collecting)
[ ] 149117      0      0  38841 / 500000   179.2s test_prop_DeleteUnion (collecting)
[ ] 149400      0      0  38923 / 500000   179.3s test_prop_DeleteUnion (collecting)
[ ] 149917      0      0  39057 / 500000   179.4s test_prop_DeleteUnion (collecting)
[ ] 150197      0      0  39134 / 500000   179.5s test_prop_DeleteUnion (collecting)
[ ] 150692      0      0  39270 / 500000   179.6s test_prop_DeleteUnion (collecting)
[ ] 150858      0      0  39306 / 500000   179.7s test_prop_DeleteUnion (collecting)
[ ] 151268      0      0  39394 / 500000   179.8s test_prop_DeleteUnion (collecting)
[ ] 151640      0      0  39494 / 500000   179.9s test_prop_DeleteUnion (collecting)
[ ] 152192      0      0  39644 / 500000   180.0s test_prop_DeleteUnion (collecting)
[ ] 152539      0      0  39742 / 500000   180.1s test_prop_DeleteUnion (collecting)
[ ] 152875      0      0  39829 / 500000   180.2s test_prop_DeleteUnion (collecting)
[ ] 153273      0      0  39936 / 500000   180.3s test_prop_DeleteUnion (collecting)
[ ] 153543      0      0  40009 / 500000   180.4s test_prop_DeleteUnion (collecting)
[ ] 153958      0      0  40113 / 500000   180.5s test_prop_DeleteUnion (collecting)
[ ] 154272      0      0  40193 / 500000   180.6s test_prop_DeleteUnion (collecting)
[ ] 154975      0      0  40376 / 500000   180.7s test_prop_DeleteUnion (collecting)
[ ] 155111      0      0  40421 / 500000   180.8s test_prop_DeleteUnion (collecting)
[ ] 155663      0      0  40565 / 500000   180.9s test_prop_DeleteUnion (collecting)
[ ] 156018      0      0  40656 / 500000   181.0s test_prop_DeleteUnion (collecting)
[ ] 156558      0      0  40800 / 500000   181.1s test_prop_DeleteUnion (collecting)
[ ] 156921      0      0  40897 / 500000   181.2s test_prop_DeleteUnion (collecting)
[ ] 157225      0      0  40975 / 500000   181.3s test_prop_DeleteUnion (collecting)
[ ] 157577      0      0  41077 / 500000   181.5s test_prop_DeleteUnion (collecting)
[ ] 158048      0      0  41211 / 500000   181.6s test_prop_DeleteUnion (collecting)
[ ] 158524      0      0  41327 / 500000   181.7s test_prop_DeleteUnion (collecting)
[ ] 158742      0      0  41384 / 500000   181.8s test_prop_DeleteUnion (collecting)
[ ] 159252      0      0  41511 / 500000   181.9s test_prop_DeleteUnion (collecting)
[ ] 159545      0      0  41572 / 500000   182.0s test_prop_DeleteUnion (collecting)
[ ] 160054      0      0  41714 / 500000   182.1s test_prop_DeleteUnion (collecting)
[ ] 160574      0      0  41843 / 500000   182.2s test_prop_DeleteUnion (collecting)
[ ] 160939      0      0  41954 / 500000   182.3s test_prop_DeleteUnion (collecting)
[ ] 161398      0      0  42070 / 500000   182.4s test_prop_DeleteUnion (collecting)
[ ] 161693      0      0  42145 / 500000   182.5s test_prop_DeleteUnion (collecting)
[ ] 162142      0      0  42250 / 500000   182.6s test_prop_DeleteUnion (collecting)
[ ] 162475      0      0  42342 / 500000   182.7s test_prop_DeleteUnion (collecting)
[ ] 163107      0      0  42526 / 500000   182.8s test_prop_DeleteUnion (collecting)
[ ] 163425      0      0  42598 / 500000   182.9s test_prop_DeleteUnion (collecting)
[ ] 163703      0      0  42664 / 500000   183.0s test_prop_DeleteUnion (collecting)
[ ] 164109      0      0  42779 / 500000   183.1s test_prop_DeleteUnion (collecting)
[ ] 164368      0      0  42857 / 500000   183.2s test_prop_DeleteUnion (collecting)
[ ] 164805      0      0  42953 / 500000   183.3s test_prop_DeleteUnion (collecting)
[ ] 165054      0      0  43004 / 500000   183.4s test_prop_DeleteUnion (collecting)
[ ] 165493      0      0  43138 / 500000   183.5s test_prop_DeleteUnion (collecting)
[ ] 165847      0      0  43241 / 500000   183.6s test_prop_DeleteUnion (collecting)
[ ] 166320      0      0  43367 / 500000   183.7s test_prop_DeleteUnion (collecting)
[ ] 166647      0      0  43455 / 500000   183.8s test_prop_DeleteUnion (collecting)
[ ] 167020      0      0  43556 / 500000   183.9s test_prop_DeleteUnion (collecting)
[ ] 167489      0      0  43688 / 500000   184.0s test_prop_DeleteUnion (collecting)
[ ] 167763      0      0  43761 / 500000   184.1s test_prop_DeleteUnion (collecting)
[ ] 168304      0      0  43917 / 500000   184.2s test_prop_DeleteUnion (collecting)
[ ] 168527      0      0  43979 / 500000   184.3s test_prop_DeleteUnion (collecting)
[ ] 168802      0      0  44054 / 500000   184.4s test_prop_DeleteUnion (collecting)
[ ] 169265      0      0  44172 / 500000   184.5s test_prop_DeleteUnion (collecting)
[ ] 169542      0      0  44246 / 500000   184.6s test_prop_DeleteUnion (collecting)
[ ] 170126      0      0  44399 / 500000   184.7s test_prop_DeleteUnion (collecting)
[ ] 170502      0      0  44509 / 500000   184.8s test_prop_DeleteUnion (collecting)
[ ] 170929      0      0  44614 / 500000   184.9s test_prop_DeleteUnion (collecting)
[ ] 171418      0      0  44718 / 500000   185.0s test_prop_DeleteUnion (collecting)
[ ] 171631      0      0  44765 / 500000   185.1s test_prop_DeleteUnion (collecting)
[ ] 172092      0      0  44893 / 500000   185.2s test_prop_DeleteUnion (collecting)
[ ] 172366      0      0  44957 / 500000   185.3s test_prop_DeleteUnion (collecting)
[ ] 172745      0      0  45057 / 500000   185.4s test_prop_DeleteUnion (collecting)
[ ] 173211      0      0  45181 / 500000   185.5s test_prop_DeleteUnion (collecting)
[ ] 173461      0      0  45248 / 500000   185.6s test_prop_DeleteUnion (collecting)
[ ] 173893      0      0  45378 / 500000   185.7s test_prop_DeleteUnion (collecting)
[ ] 174105      0      0  45429 / 500000   185.9s test_prop_DeleteUnion (collecting)
[ ] 174660      0      0  45580 / 500000   186.0s test_prop_DeleteUnion (collecting)
[ ] 174895      0      0  45652 / 500000   186.1s test_prop_DeleteUnion (collecting)
[ ] 175115      0      0  45719 / 500000   186.2s test_prop_DeleteUnion (collecting)
[ ] 175591      0      0  45852 / 500000   186.3s test_prop_DeleteUnion (collecting)
[ ] 175757      0      0  45897 / 500000   186.4s test_prop_DeleteUnion (collecting)
[ ] 176285      0      0  46056 / 500000   186.5s test_prop_DeleteUnion (collecting)
[ ] 176584      0      0  46137 / 500000   186.6s test_prop_DeleteUnion (collecting)
[ ] 176841      0      0  46187 / 500000   186.7s test_prop_DeleteUnion (collecting)
[ ] 177273      0      0  46302 / 500000   186.8s test_prop_DeleteUnion (collecting)
[ ] 177516      0      0  46368 / 500000   186.9s test_prop_DeleteUnion (collecting)
[ ] 178211      0      0  46539 / 500000   187.0s test_prop_DeleteUnion (collecting)
[ ] 178570      0      0  46643 / 500000   187.1s test_prop_DeleteUnion (collecting)
[ ] 178831      0      0  46714 / 500000   187.2s test_prop_DeleteUnion (collecting)
[ ] 179201      0      0  46821 / 500000   187.3s test_prop_DeleteUnion (collecting)
[ ] 179411      0      0  46880 / 500000   187.4s test_prop_DeleteUnion (collecting)
[ ] 179904      0      0  46997 / 500000   187.5s test_prop_DeleteUnion (collecting)
[ ] 180274      0      0  47103 / 500000   187.6s test_prop_DeleteUnion (collecting)
[ ] 180616      0      0  47175 / 500000   187.7s test_prop_DeleteUnion (collecting)
[ ] 181230      0      0  47336 / 500000   187.8s test_prop_DeleteUnion (collecting)
[ ] 181404      0      0  47382 / 500000   187.9s test_prop_DeleteUnion (collecting)
[ ] 181982      0      0  47535 / 500000   188.0s test_prop_DeleteUnion (collecting)
[ ] 182287      0      0  47609 / 500000   188.1s test_prop_DeleteUnion (collecting)
[ ] 182500      0      0  47661 / 500000   188.2s test_prop_DeleteUnion (collecting)
[ ] 183049      0      0  47803 / 500000   188.3s test_prop_DeleteUnion (collecting)
[ ] 183324      0      0  47869 / 500000   188.4s test_prop_DeleteUnion (collecting)
[ ] 183695      0      0  47961 / 500000   188.5s test_prop_DeleteUnion (collecting)
[ ] 184116      0      0  48065 / 500000   188.6s test_prop_DeleteUnion (collecting)
[ ] 184196      0      0  48087 / 500000   215.4s test_prop_DeleteUnion (collecting)
[ ] 184561      0      0  48170 / 500000   215.5s test_prop_DeleteUnion (collecting)
[ ] 185091      0      0  48311 / 500000   215.6s test_prop_DeleteUnion (collecting)
[ ] 185277      0      0  48375 / 500000   215.7s test_prop_DeleteUnion (collecting)
[ ] 185716      0      0  48497 / 500000   215.8s test_prop_DeleteUnion (collecting)
[ ] 186155      0      0  48608 / 500000   215.9s test_prop_DeleteUnion (collecting)
[ ] 186324      0      0  48651 / 500000   216.0s test_prop_DeleteUnion (collecting)
[✗] 186659      0      1  48734 / 500000   216.0s test_prop_DeleteUnion

--- Failure --------------------------------------------------------------------

Test test_prop_DeleteUnion failed (0 shrink steps):

(Tree (Empty,7,60,Empty), Tree (Empty,2,68,Tree (Empty,7,8,Empty)), 2)
================================================================================
failure (1 tests failed, 0 tests errored, ran 1 tests)
|prop_DeleteUnion -> 50542.48]
[prop_DeleteUnion|
 generated  error   fail   pass /  total     time test name
[ ]      0      0      0      0 / 500000     0.0s test_prop_DeleteUnion
[ ]      0      0      0      0 / 500000     0.0s test_prop_DeleteUnion (generating)
[ ]    394      0      0    105 / 500000     0.1s test_prop_DeleteUnion (collecting)
[ ]    892      0      0    242 / 500000     0.2s test_prop_DeleteUnion (collecting)
[ ]   1307      0      0    346 / 500000     0.3s test_prop_DeleteUnion (collecting)
[ ]   1635      0      0    426 / 500000     0.4s test_prop_DeleteUnion (collecting)
[ ]   1987      0      0    525 / 500000     0.5s test_prop_DeleteUnion (collecting)
[ ]   2373      0      0    625 / 500000     0.6s test_prop_DeleteUnion (collecting)
[ ]   2811      0      0    738 / 500000     0.7s test_prop_DeleteUnion (collecting)
[ ]   3192      0      0    837 / 500000     0.8s test_prop_DeleteUnion (collecting)
[ ]   3601      0      0    939 / 500000     0.9s test_prop_DeleteUnion (collecting)
[ ]   4063      0      0   1056 / 500000     1.0s test_prop_DeleteUnion (collecting)
[ ]   4419      0      0   1145 / 500000     1.1s test_prop_DeleteUnion (collecting)
[ ]   4805      0      0   1241 / 500000     1.2s test_prop_DeleteUnion (collecting)
[ ]   5127      0      0   1320 / 500000     1.3s test_prop_DeleteUnion (collecting)
[ ]   5687      0      0   1468 / 500000     1.4s test_prop_DeleteUnion (collecting)
[ ]   6197      0      0   1595 / 500000     1.5s test_prop_DeleteUnion (collecting)
[ ]   6592      0      0   1704 / 500000     1.6s test_prop_DeleteUnion (collecting)
[ ]   7048      0      0   1825 / 500000     1.7s test_prop_DeleteUnion (collecting)
[ ]   7402      0      0   1918 / 500000     1.8s test_prop_DeleteUnion (collecting)
[ ]   7862      0      0   2050 / 500000     1.9s test_prop_DeleteUnion (collecting)
[ ]   8377      0      0   2201 / 500000     2.0s test_prop_DeleteUnion (collecting)
[ ]   8729      0      0   2302 / 500000     2.1s test_prop_DeleteUnion (collecting)
[ ]   9090      0      0   2385 / 500000     2.2s test_prop_DeleteUnion (collecting)
[ ]   9413      0      0   2460 / 500000     2.3s test_prop_DeleteUnion (collecting)
[ ]   9735      0      0   2553 / 500000     2.4s test_prop_DeleteUnion (collecting)
[ ]  10099      0      0   2642 / 500000     2.5s test_prop_DeleteUnion (collecting)
[ ]  10523      0      0   2745 / 500000     2.6s test_prop_DeleteUnion (collecting)
[ ]  10871      0      0   2843 / 500000     2.7s test_prop_DeleteUnion (collecting)
[ ]  11238      0      0   2935 / 500000     2.8s test_prop_DeleteUnion (collecting)
[ ]  11617      0      0   3017 / 500000     2.9s test_prop_DeleteUnion (collecting)
[ ]  11926      0      0   3103 / 500000     3.1s test_prop_DeleteUnion (collecting)
[ ]  12233      0      0   3188 / 500000     3.2s test_prop_DeleteUnion (collecting)
[ ]  12608      0      0   3278 / 500000     3.3s test_prop_DeleteUnion (collecting)
[ ]  13019      0      0   3386 / 500000     3.4s test_prop_DeleteUnion (collecting)
[ ]  13425      0      0   3497 / 500000     3.5s test_prop_DeleteUnion (collecting)
[ ]  13718      0      0   3578 / 500000     3.6s test_prop_DeleteUnion (collecting)
[ ]  13985      0      0   3659 / 500000     3.7s test_prop_DeleteUnion (collecting)
[ ]  14224      0      0   3722 / 500000     3.8s test_prop_DeleteUnion (collecting)
[ ]  14524      0      0   3786 / 500000     3.9s test_prop_DeleteUnion (collecting)
[ ]  14754      0      0   3847 / 500000     4.0s test_prop_DeleteUnion (collecting)
[ ]  15022      0      0   3920 / 500000     4.1s test_prop_DeleteUnion (collecting)
[ ]  15219      0      0   3972 / 500000     4.2s test_prop_DeleteUnion (collecting)
[ ]  15440      0      0   4030 / 500000     4.3s test_prop_DeleteUnion (collecting)
[ ]  15779      0      0   4123 / 500000     4.4s test_prop_DeleteUnion (collecting)
[ ]  16050      0      0   4187 / 500000     4.5s test_prop_DeleteUnion (collecting)
[ ]  16388      0      0   4275 / 500000     4.6s test_prop_DeleteUnion (collecting)
[ ]  16789      0      0   4368 / 500000     4.7s test_prop_DeleteUnion (collecting)
[ ]  17252      0      0   4498 / 500000     4.8s test_prop_DeleteUnion (collecting)
[ ]  17565      0      0   4585 / 500000     4.9s test_prop_DeleteUnion (collecting)
[ ]  17905      0      0   4678 / 500000     5.0s test_prop_DeleteUnion (collecting)
[ ]  18294      0      0   4784 / 500000     5.1s test_prop_DeleteUnion (collecting)
[ ]  18754      0      0   4912 / 500000     5.2s test_prop_DeleteUnion (collecting)
[ ]  19169      0      0   5021 / 500000     5.3s test_prop_DeleteUnion (collecting)
[ ]  19576      0      0   5117 / 500000     5.4s test_prop_DeleteUnion (collecting)
[ ]  19852      0      0   5196 / 500000     5.5s test_prop_DeleteUnion (collecting)
[ ]  20222      0      0   5284 / 500000     5.6s test_prop_DeleteUnion (collecting)
[ ]  20560      0      0   5385 / 500000     5.7s test_prop_DeleteUnion (collecting)
